municipio,user,no_Delegacion,delegacion,nrp,razonSocial,folio,periodo,nombre_estatus,foto_domicilio.lat,foto_domicilio.lng,lote,fecha,domicilio,fecha_accion_fiscal
Bogotá,9886,5,Chiapas,I5127800790,DEPOSITO EL CONSTRUCTOR BM SAS,500202302I5127800790,202302,No localizado 1er. Notificador,20.02172203,-87.02034283,900144,22/11/2018,EL ESPECTADOR,20/12/2019
Bogotá,10220,32,Zacatecas,O1720163090,SUMINISTROS Y ACONDICIONAMIENTOS FERPEJI S.A.S,3200202206O1720163090,202206,No localizado 1er. Notificador,20.93656542,-87.50723033,900073,24/08/2018,EL ESPECTADOR,09/05/2019
Bogotá,9732,23,Quintana Roo,R6742191812,PEOPLE TO BUSINESS SAS,2300202201R6742191812,202201,Notificado 1a. Visita,20.97770192,-87.84407607,900113,02/11/2018,EL ESPECTADOR,09/05/2019
Bogotá,10299,15,Jalisco,X8026035505,CORPST S.A.S.,1500202302X8026035505,202302,No localizado 1er. Notificador,20.21970304,-87.78975627,900077,08/11/2017,EL ESPECTADOR,09/05/2019
Bogotá,10140,16,Michoacán,T4824769570,BISSAX S.A.S,1600202304T4824769570,202304,Citado,20.83247685,-87.28159359,900089,22/11/2017,EL ESPECTADOR,09/05/2019
Bogotá,10315,27,Tabasco,V9309952497,COMERCIALIZADORA DE REDES Y LOGISTICA L.C.J. SAS,2700202201V9309952497,202201,No localizado 1er. Notificador,20.7231038,-87.82592778,900090,24/11/2017,EL ESPECTADOR,09/05/2019
Bogotá,9442,13,Guerrero,N7560881830,FERRECOMERCIALIZADORA CASTRO S.A.S.,1300202203N7560881830,202203,No localizado  2° Notificador,20.69840313,-87.94657017,900058,10/04/2019,EL ESPECTADOR,20/12/2019
Bogotá,9079,13,Guerrero,I8374447411,COMERCIALIZADORA E INVERSIONES MEJIA S.A.,1300202302I8374447411,202302,Notificado 2a. Visita,20.8173385,-87.61631256,900082,03/07/2019,EL ESPECTADOR,20/12/2019
Bogotá,10315,29,Tlaxcala,Z8299982228,COMERCIALIZADORA INVELSO SAS,2900202202Z8299982228,202202,No localizado  2° Notificador,20.20254401,-87.47199954,900140,19/11/2018,EL ESPECTADOR,09/05/2019
Bogotá,10220,9,Colima,L6357152798,MAYA CONFECCIONES SAS,900202205L6357152798,202205,Citado,20.79600208,-87.58123358,900107,29/10/2018,EL ESPECTADOR,09/05/2019
Bogotá,10102,20,Oaxaca,K2303690186,SERVICIOS Y MANTENIMIENTOS TECNICOS S.A.S.,2000202201K2303690186,202201,Citado,20.74162703,-87.96713963,900057,10/04/2019,EL ESPECTADOR,20/12/2019
Bogotá,8994,30,Veracruz,U6811551005,FERREPLASTICOS DEL SUR S.A.S.,3000202301U6811551005,202301,Notificado 1a. Visita,20.04880848,-87.66986885,900108,29/10/2018,EL ESPECTADOR,09/05/2019
Bogotá,8990,8,Coahuila,A7373922637,COMERCIALIZADORA IMPALA SAS,800202301A7373922637,202301,Notificado 2a. Visita,20.55880922,-87.20567832,900116,02/11/2018,EL ESPECTADOR,09/05/2019
Bogotá,9952,21,Puebla,P5267732702,GISELA RAMIREZ RODRIGUEZ,2100202301P5267732702,202301,No localizado 1er. Notificador,20.64055822,-87.86005325,900014,04/03/2015,LA REPUBLICA,30/03/2015
Bogotá,9975,25,Sinaloa,W6865555424,DANY ANDRES RODRIGUEZ ROJAS,2500202201W6865555424,202201,No localizado  2° Notificador,20.11300599,-87.73292646,900033,30/03/2015,LA REPUBLICA,27/04/2015
Bogotá,9077,3,Baja California Sur,Q3054555147,JHON JAIRO MARTINEZ PEÑA,300202201Q3054555147,202201,Notificado 1a. Visita,20.35952331,-87.00443497,900031,27/03/2015,LA REPUBLICA,27/04/2015
Bogotá,9079,23,Quintana Roo,A2210532118,CRISTIAN CAMILO CALDERON VILLANUEVA,2300202302A2210532118,202302,Notificado 1a. Visita,20.46001765,-87.97561438,900001,26/01/2015,LA REPUBLICA,13/02/2015
Bogotá,8991,5,Chiapas,E8730540266,MONICA KATHERINE CALDERON MORENO,500202301E8730540266,202301,No localizado  2° Notificador,20.28317935,-87.26173355,900011,04/03/2015,LA REPUBLICA,30/03/2015
Bogotá,9075,21,Puebla,U2447003841,REINALDO LASSO SUAREZ,2100202204U2447003841,202204,Notificado 2a. Visita,20.61649905,-87.5424524,900003,06/02/2015,LA REPUBLICA,23/02/2015
Bogotá,8992,7,Ciudad de México,T6958545339,LEYDI JOHANA ORTIZ ARTEAGA,700202304T6958545339,202304,No localizado 1er. Notificador,20.03137097,-87.65053387,900025,20/03/2015,LA REPUBLICA,15/05/2015
Bogotá,9974,5,Chiapas,Y6840167401,ARLEYDI CIFUENTES RUIZ,500202206Y6840167401,202206,Citado,20.96532719,-87.65466076,900021,20/03/2013,EL ESPECTADOR,25/09/2013
Bogotá,10299,5,Chiapas,I8133935303,LUIS ALFREDO VALLEJO SANCHEZ,500202302I8133935303,202302,No localizado 1er. Notificador,20.5004209,-87.48005953,900009,25/02/2015,LA REPUBLICA,13/03/2015
Bogotá,10299,13,Guerrero,R7440530936,MEJIA CARVAJAL INGRID KATHERINE,1300202302R7440530936,202302,Citado,20.91660765,-87.15090408,900047,07/12/2016,EL ESPECTADOR,09/05/2019
Bogotá,8988,5,Chiapas,R3956965668,SANCHEZ PERTUZ RAFAEL RICARDO,500202303R3956965668,202303,No localizado 1er. Notificador,20.25326411,-87.45740497,900003,05/03/2014,LA REPUBLICA,04/07/2014
Bogotá,9951,31,Yucatán,R5943736367,NORMA CAROLINA RAMIREZ RODRIGUEZ,3100202303R5943736367,202303,No localizado 1er. Notificador,20.88227415,-87.84979768,900008,25/02/2015,LA REPUBLICA,13/03/2015
Bogotá,10015,31,Yucatán,H3487101309,JOSE RAMIREZ RODRIGUEZ,3100202204H3487101309,202204,No localizado  2° Notificador,20.95001083,-87.56585582,900016,11/03/2015,LA REPUBLICA,30/03/2015
Bogotá,9078,26,Sonora,I6925943654,GUTIERREZ BEQUIZ RITA FABIANA,2600202304I6925943654,202304,No localizado 1er. Notificador,20.61705133,-87.60366081,900043,09/04/2015,EL ESPECTADOR,09/05/2019
Bogotá,9975,17,Morelos,G1571542075,JUAN CAMILO RIVERA GOMEZ,1700202201G1571542075,202201,No localizado 1er. Notificador,20.3114037,-87.32126628,900024,20/03/2015,LA REPUBLICA,15/05/2015
Bogotá,10140,2,Baja California,V2657434917,LEOPOLDINA RUEDA GALVAN,200202203V2657434917,202203,No localizado 1er. Notificador,20.69881807,-87.57575565,900042,09/04/2015,LA REPUBLICA,27/04/2015
Bogotá,10015,31,Yucatán,X1099922699,CONDE TORRES EDNA ROCIO,3100202204X1099922699,202204,Notificado 2a. Visita,20.83139566,-87.48825706,900008,24/03/2017,EL ESPECTADOR,09/05/2019
Bogotá,0993,29,Tlaxcala,B1924350966,COMERCIALIZADORA MUNDIAL G.D. S.A.S.,2900202304B1924350966,202304,Notificado 1a. Visita,20.72623607,-87.83895543,900078,17/06/2019,EL ESPECTADOR,08/07/2020
Bogotá,10140,16,Michoacán,B4116381329,CARRILLO ALONSO S.A.S.,1600202201B4116381329,202201,No localizado 1er. Notificador,20.94683748,-87.23327518,900094,12/08/2019,EL ESPECTADOR,08/07/2020
Bogotá,10015,5,Chiapas,H2045273169,COMERCIALIZADORA SILVER 8 S.A.S.,500202301H2045273169,202301,Notificado 2a. Visita,20.45345746,-87.3940932,900102,24/09/2019,EL ESPECTADOR,08/07/2020
Bogotá,8995,10,Durango,A9008619357,INVERSIONES OTALORA S.A.S.,1000202206A9008619357,202206,Citado,20.60259942,-87.64913237,900106,07/10/2019,EL ESPECTADOR,08/07/2020
Bogotá,9974,32,Zacatecas,D7207415043,INVERSIONES Y DISTRIBUCIONES MILLER S.A.S.,3200202206D7207415043,202206,No localizado 1er. Notificador,20.65347414,-87.24868873,900112,30/10/2019,EL ESPECTADOR,08/07/2020
Bogotá,1107,27,Tabasco,U2722170925,COMERCIALIZACIONES LIMITADA,2700202302U2722170925,202302,Notificado 2a. Visita,20.09942277,-87.95612165,900116,08/11/2019,EL ESPECTADOR,08/07/2020
Bogotá,9811,28,Tamaulipas,E4127147184,SANTOS LOZANO JESUS MARIA,2800202301E4127147184,202301,Citado,20.08425096,-87.39000022,900117,12/11/2019,EL ESPECTADOR,08/07/2020
Bogotá,8992,10,Durango,O7223963770,BERMUDEZ BRITO JOHANA SOFIA,1000202303O7223963770,202303,No localizado 1er. Notificador,20.54058119,-87.18232594,900121,13/11/2019,EL ESPECTADOR,08/07/2020
Bogotá,9886,14,Hidalgo,O5658601427,BERMUDEZ LOPEZ GLORIA STELLA,1400202302O5658601427,202302,Citado,20.43590469,-87.58552784,900118,13/11/2019,EL ESPECTADOR,08/07/2020
Bogotá,8994,3,Baja California Sur,H3220658871,ARIAS CANO KEVIN,300202303H3220658871,202303,Notificado 1a. Visita,20.76366762,-87.97516833,900120,13/11/2019,EL ESPECTADOR,08/07/2020
Bogotá,1108,8,Coahuila,Z3328210800,ABRIL FARFAN HUGO ARNULFO,800202201Z3328210800,202201,No localizado  2° Notificador,20.02845308,-87.01572452,900122,15/11/2019,EL ESPECTADOR,08/07/2020
Bogotá,8992,19,Nuevo León,E5478160367,LOPEZ JIMENEZ FABIAN ANDRES,1900202202E5478160367,202202,Notificado 2a. Visita,20.69075836,-87.42177191,900124,18/11/2019,EL ESPECTADOR,08/07/2020
Bogotá,1107,29,Tlaxcala,W2948057095,MANRIQUE ROJAS OSCAR DANIEL,2900202301W2948057095,202301,Notificado 2a. Visita,20.48694076,-87.1662212,900002,07/01/2020,EL ESPECTADOR,06/10/2020
Bogotá,1108,21,Puebla,W2946252894,TAMAYO VILLANUEVA ERIK LEONARDO,2100202201W2946252894,202201,Notificado 2a. Visita,20.29293987,-87.26425605,900015,04/02/2020,EL ESPECTADOR,06/10/2020
Bogotá,9960,30,Veracruz,G4008968522,BERNAL JIMENEZ RUFINO,3000202201G4008968522,202201,No localizado 1er. Notificador,20.89619253,-87.55104964,900018,10/02/2020,EL ESPECTADOR,06/10/2020
Bogotá,10140,18,Nayarit,Q3932806406,NUÑEZ CARDOSO HERIBERTO,1800202203Q3932806406,202203,Citado,20.49831933,-87.67734682,900019,12/02/2020,EL ESPECTADOR,03/11/2020
Bogotá,8995,4,Campeche,H3870042247,CUEVAS ZAPATA JOSE DE LOS SANTOS,400202302H3870042247,202302,Notificado 2a. Visita,20.68092844,-87.13360038,900022,17/02/2020,EL ESPECTADOR,06/10/2020
Bogotá,9812,9,Colima,S4742444275,MENDOZA RODRIGUEZ JIMMY ALEXANDER,900202302S4742444275,202302,No localizado  2° Notificador,20.53510325,-87.28854137,900027,19/02/2020,EL ESPECTADOR,03/11/2020
Bogotá,9732,5,Chiapas,G4306748801,ECOPLASTICOS BOGOTA S A S,500202206G4306748801,202206,Notificado 1a. Visita,20.29106367,-87.98167959,900033,28/02/2020,EL ESPECTADOR,03/11/2020
Bogotá,10015,16,Michoacán,Q5734733824,PORRAS MOSTACILLA LUZ CONSTANZA,1600202304Q5734733824,202304,No localizado 1er. Notificador,20.77854985,-87.16786737,900039,04/03/2020,EL ESPECTADOR,03/11/2020
Bogotá,1108,32,Zacatecas,B8001583295,LOPEZ CORDON ELBER REYNEL,3200202303B8001583295,202303,Notificado 1a. Visita,20.16169061,-87.61802555,900038,04/03/2020,EL ESPECTADOR,03/11/2020
Bucaramanga,10299,18,Nayarit,Z7397140332,METALES BUCARA S.A.S.,1800202206Z7397140332,202206,No localizado  2° Notificador,20.31071624,-87.09330078,900001,10/07/2012,LA REPUBLICA,19/09/2012
Bucaramanga,9812,29,Tlaxcala,Z6615430730,METAL SANTANDER AG S.A.S.,2900202204Z6615430730,202204,Citado,20.92438822,-87.6302446,900002,27/09/2012,VANGUARDIA LIBERAL,27/04/2013
Bucaramanga,9078,21,Puebla,J7032825124,MARROCOL S.A.S.,2100202304J7032825124,202304,Citado,20.76945147,-87.42038591,900003,21/05/2013,EL ESPECTADOR,03/09/2013
Bucaramanga,10323,21,Puebla,W3762502881,CALZADO PAUMAR E.U.,2100202205W3762502881,202205,Citado,20.62496451,-87.70177465,900004,31/05/2013,EL ESPECTADOR,03/09/2013
Bucaramanga,9732,6,Chihuahua,M3643028727,CALZADO GL E.U.,600202202M3643028727,202202,Notificado 2a. Visita,20.52896012,-87.88404034,900005,07/06/2013,EL ESPECTADOR,27/08/2013
Bucaramanga,9975,4,Campeche,Z3214364252,CALZADO MARIN E.U.,400202203Z3214364252,202203,No localizado  2° Notificador,20.28427344,-87.81456679,900006,07/06/2013,EL ESPECTADOR,27/08/2013
Bucaramanga,9974,28,Tamaulipas,F4873830217,COMERCHAT E.U.,2800202203F4873830217,202203,No localizado 1er. Notificador,20.29299987,-87.61000629,900007,07/06/2013,EL ESPECTADOR,27/08/2013
Bucaramanga,10299,20,Oaxaca,M5370430501,DISTRIBAC S.A.S.,2000202203M5370430501,202203,Notificado 1a. Visita,20.18697939,-87.73176889,900008,07/06/2013,EL ESPECTADOR,27/08/2013
Bucaramanga,8996,21,Puebla,T8354231898,MERCY ROCIO RECICLAJE DE COLOMBIA E.U.,2100202206T8354231898,202206,Citado,20.86452162,-87.35977472,900009,07/06/2013,EL ESPECTADOR,27/08/2013
Bucaramanga,8992,27,Tabasco,C9448641663,COMERCIALIZADORA AGROGANADERIA EL CEBÚ LTDA,2700202206C9448641663,202206,Notificado 2a. Visita,20.5594264,-87.38985664,900010,11/06/2013,EL ESPECTADOR,03/09/2013
Bucaramanga,9742,25,Sinaloa,L9880756515,FABIAN ALBERTO ZEA MENDOZA,2500202202L9880756515,202202,Citado,20.34888451,-87.84673347,900011,27/09/2013,EL ESPECTADOR,09/12/2013
Bucaramanga,9951,14,Hidalgo,C9788206327,ANTONIO MARTI MONROY,1400202303C9788206327,202303,Notificado 1a. Visita,20.57388049,-87.21959558,900012,27/09/2013,EL ESPECTADOR,06/12/2013
Bucaramanga,10140,3,Baja California Sur,Y2127380242,BERNARDO LOZANO RODRIGUEZ,300202203Y2127380242,202203,No localizado 1er. Notificador,20.07060408,-87.51851333,900013,27/09/2013,EL ESPECTADOR,06/12/2013
Bucaramanga,9886,2,Baja California,L4891723061,RAUL FERNANDO PRADILLA RIVAS,200202303L4891723061,202303,No localizado 1er. Notificador,20.74517092,-87.39211778,900014,27/09/2013,EL ESPECTADOR,06/12/2013
Bucaramanga,9075,20,Oaxaca,M7476297425,HECTOR GÓMEZ BORRERO,2000202302M7476297425,202302,No localizado  2° Notificador,20.6067316,-87.64709402,900001,14/02/2014,LA REPUBLICA,02/05/2014
Bucaramanga,8995,17,Morelos,K7822603886,LUIS GERARDO LOZANO CARDOZO,1700202205K7822603886,202205,Notificado 2a. Visita,20.89738293,-87.9871249,900002,21/02/2014,LA REPUBLICA,14/07/2015
Bucaramanga,9960,24,San Luis Potosí,G6938530536,DAVID JULIÁN SUÁREZ ROCHA,2400202304G6938530536,202304,Notificado 1a. Visita,20.45060829,-87.53144433,900001,15/12/2016,EL ESPECTADOR,12/09/2017
Bucaramanga,1108,10,Durango,F7007259513,SANDRA LILIANA DELGADO CORREA,1000202304F7007259513,202304,Citado,20.01691235,-87.3959056,900002,15/12/2016,EL ESPECTADOR,12/09/2017
Bucaramanga,9732,25,Sinaloa,U9221102753,YOHANA MILENA DE ARMAS OSPINA,2500202304U9221102753,202304,No localizado 1er. Notificador,20.92053887,-87.55462636,900003,15/12/2016,EL ESPECTADOR,15/03/2019
Bucaramanga,8988,8,Coahuila,R2615008627,DIEGO OSWALDO CARREÑO MANTILLA,800202302R2615008627,202302,No localizado 1er. Notificador,20.32070483,-87.29267893,900004,15/12/2016,EL ESPECTADOR,12/09/2017
Bucaramanga,9077,21,Puebla,I1435644181,ORLANDO DELGADO MONSALVE,2100202204I1435644181,202204,No localizado  2° Notificador,20.3289076,-87.64738135,900005,15/12/2016,EL ESPECTADOR,12/09/2017
Bucaramanga,10140,15,Jalisco,F4938633495,COOPERATIVA DE COMERCIALIZACIÓN MULTIACTIVA,1500202202F4938633495,202202,Notificado 2a. Visita,20.00891685,-87.14523938,900.001,30/06/2017,EL ESPECTADOR,02/04/2019
Bucaramanga,1107,1,Aguascalientes,K4574864250,COOPERATIVA MULTIACTIVA COMERCIALIZADORA DE COLOMBIA,100202201K4574864250,202201,Citado,20.10016035,-87.72102462,1,02/01/2019,EL ESPECTADOR,02/04/2019
Bucaramanga,1108,13,Guerrero,B1870839518,COOPERATIVA MULTIACTIVA DE COMERCIALIZACIÓN DE SERVICIOS DEL ORIENTE,1300202301B1870839518,202301,Citado,20.71284619,-87.14399018,808,18/07/2019,EL ESPECTADOR,23/01/2020
Bucaramanga,9075,23,Quintana Roo,U2591435677,COOPERATIVA DE TRABAJO ASOCIADO ADMINISTRAMOS,2300202304U2591435677,202304,Notificado 1a. Visita,20.54212432,-87.97853213,873,29/07/2019,EL ESPECTADOR,23/01/2020
Bucaramanga,10015,25,Sinaloa,V8811128806,DISTRIBUIDORA FERCUIR S.A.S.,2500202204V8811128806,202204,Notificado 2a. Visita,20.32701918,-87.51288057,1097,11/09/2019,EL ESPECTADOR,23/01/2020
Bucaramanga,10322,13,Guerrero,Q1106103160,INVERCROM S.A.S,1300202203Q1106103160,202203,No localizado  2° Notificador,20.07476118,-87.18263271,1564,10/12/2019,EL ESPECTADOR,05/03/2020
Bucaramanga,9077,11,Estado de México,Y3033101562,COMERCIALIZADORA TAMUCK S.A.S.,1100202302Y3033101562,202302,Notificado 2a. Visita,20.89942536,-87.77095375,69,23/01/2020,EL ESPECTADOR,06/07/2020
Bucaramanga,9811,25,Sinaloa,W7416072248,COOPERATIVA DE TRABAJO ASOCIADO PARA LA GESTION Y EL DESARROLLO DE COLOMBIA,2500202302W7416072248,202302,Notificado 1a. Visita,20.47479933,-87.8044717,98,03/02/2020,EL ESPECTADOR,03/08/2020
Bucaramanga,9742,3,Baja California Sur,N6706343735,COOPERATIVA MACROSERVICIOS DE COLOMBIA,300202205N6706343735,202205,No localizado 1er. Notificador,20.29475099,-87.58851691,981,31/07/2019,EL ESPECTADOR,03/08/2020
Bucaramanga,8990,8,Coahuila,K2765405190,COOPERATIVA MACROSERVICIOS DE COLOMBIA,800202301K2765405190,202301,Notificado 2a. Visita,20.88710077,-87.60786334,226,27/02/2020,EL ESPECTADOR,03/08/2020
Bucaramanga,9886,24,San Luis Potosí,L1712726984,LA CASA DMF SAS,2400202304L1712726984,202304,No localizado 1er. Notificador,20.04058126,-87.10321059,358,03/06/2020,EL ESPECTADOR,13/10/2020
Bucaramanga,8988,26,Sonora,A8818097873,FRANCISCO VALDIVIESO PEREZ,2600202302A8818097873,202302,Citado,20.78721191,-87.5047473,391,08/06/2020,EL ESPECTADOR,13/10/2020
Bucaramanga,9442,12,Guanajuato,K1693955028,AGROINSUMOS SERVICIOS Y SUMINISTROS S.A.,1200202205K1693955028,202205,No localizado  2° Notificador,20.69595122,-87.81348612,392,08/06/2020,EL ESPECTADOR,26/10/2020
Bucaramanga,10323,22,Querétaro,G7757291647,COOPERATIVA DE TRABAJO ASOCIADO DE MANO DE OBRA TÉCNICA Y PROFESIONAL SERVICOOP LTDA,2200202304G7757291647,202304,Citado,20.62077505,-87.23890418,460,07/07/2020,EL ESPECTADOR,26/10/2020
Bucaramanga,8991,28,Tamaulipas,F8565766583,FEDERACIÓN COOPERATIVA Y DE ORGANIZACIONES NO GUBERNAMENTALES,2800202205F8565766583,202205,No localizado 1er. Notificador,20.0306312,-87.74918406,1211,02/10/2019,EL ESPECTADOR,20/11/2020
Bucaramanga,9974,18,Nayarit,F7484926590,FEDERACIÓN COOPERATIVA Y DE ORGANIZACIONES NO GUBERNAMENTALES,1800202201F7484926590,202201,Citado,20.68416822,-87.41027497,622,27/08/2020,EL ESPECTADOR,20/11/2020
Bucaramanga,10015,20,Oaxaca,I5420934127,TEKVACO SAS,2000202203I5420934127,202203,No localizado  2° Notificador,20.14288242,-87.20324998,610,24/08/2020,EL ESPECTADOR,30/12/2020
Bucaramanga,10015,3,Baja California Sur,T3698103829,CONTRATAR INGENIEROS S.A.S,300202204T3698103829,202204,Notificado 1a. Visita,20.95502166,-87.24138823,620,26/08/2020,EL ESPECTADOR,30/12/2020
Bucaramanga,8989,23,Quintana Roo,H1993125255,FREDY ALFONSO OVIEDO NIEVES,2300202302H1993125255,202302,Citado,20.64963172,-87.80123022,467,09/07/2020,EL ESPECTADOR,30/12/2020
Bucaramanga,9886,14,Hidalgo,I6313403839,GESTION PARA EL DESARROLLO DE COLOMBIA S.A.S.,1400202205I6313403839,202205,Notificado 1a. Visita,20.65561353,-87.58074221,823,15/10/2020,EL ESPECTADOR,28/01/2021
Bucaramanga,9077,2,Baja California,M2546909604,VER COMUNICACIONES S.A.S. V-COM S.A.S.,200202303M2546909604,202303,Notificado 2a. Visita,20.89568517,-87.46550401,915,09/11/2020,EL ESPECTADOR,12/02/2021
Bucaramanga,10315,28,Tamaulipas,W1631468077,MAYER ALBERTO GUTIERREZ ORTIZ,2800202204W1631468077,202204,No localizado  2° Notificador,20.01216893,-87.18458304,150,22/02/2021,EL ESPECTADOR,08/03/2021
Cali,8994,16,Michoacán,R3497909623,BONILLA VASQUEZ PEDRO NOLASCO,1600202202R3497909623,202202,Notificado 2a. Visita,20.29149284,-87.90950516,5201201800002,06/03/2018,EL ESPECTADOR,14/06/2018
Cali,9075,9,Colima,H1053818548,ERNESTO PELAEZ,900202304H1053818548,202304,Citado,20.86377677,-87.39781366,1,19/01/2018,EL ESPECTADOR,26/04/2018
Cali,9079,11,Estado de México,D8493737715,MORALES QUINTERO ARLEY,1100202203D8493737715,202203,No localizado 1er. Notificador,20.82636525,-87.72748129,4,13/09/2013,EL ESPECTADOR,04/10/2013
Cali,9952,1,Aguascalientes,X6385310448,SANCHEZ CASTRILLÓN LUIS FERNANDO,100202202X6385310448,202202,No localizado 1er. Notificador,20.41359089,-87.26482364,52012018000003,06/04/2018,EL ESPECTADOR,05/07/2018
Cali,9742,18,Nayarit,C6399413852,GARCIA SALAZAR HECTOR PABLO,1800202204C6399413852,202204,Citado,20.28968469,-87.01787247,4,18/09/2014,LA REPUBLICA,30/01/2015
Cali,8991,14,Hidalgo,F1306926121,CORTES GAVIRIA GENOVER,1400202205F1306926121,202205,Notificado 1a. Visita,20.61463552,-87.30242803,3,14/06/2013,EL ESPECTADOR,22/07/2013
Cali,9078,18,Nayarit,R8911091354,GARCIA ALVEAR YIMY ANDRES,1800202203R8911091354,202203,Citado,20.39984038,-87.59450054,1,12/09/2014,LA REPUBLICA,30/01/2015
Cali,8991,1,Aguascalientes,P6565817282,COMERCIALIZADORA REMO,100202301P6565817282,202301,No localizado  2° Notificador,20.47992192,-87.88849844,1,14/06/2013,EL ESPECTADOR,22/07/2013
Cali,9078,29,Tlaxcala,R5141910169,IMPORCOLOMBIA E.U.,2900202202R5141910169,202202,Notificado 2a. Visita,20.09524658,-87.68154896,2,02/04/2012,LA REPUBLICA,18/08/2012
Cali,8993,3,Baja California Sur,V2986758880,IMPORTADORES MILENIUM LTDA.,300202201V2986758880,202201,Citado,20.44099428,-87.39580755,2,14/06/2013,EL ESPECTADOR,22/07/2013
Cali,10220,9,Colima,P5851861455,FUNDACIÓN DE COOPERADORES DE RECICLAJE,900202302P5851861455,202302,Notificado 2a. Visita,20.77222349,-87.32739885,5201201600001,29/02/2016,EL ESPECTADOR,27/05/2016
Cali,9076,24,San Luis Potosí,Y5214403435,TEX COGOLLO S.A.S,2400202301Y5214403435,202301,Notificado 1a. Visita,20.8200676,-87.76957321,1,02/04/2012,LA REPUBLICA,18/08/2012
Cali,8992,25,Sinaloa,K9641017265,FUNDACION DE DESEMPLEADOS RECICLADORES - FUNDER,2500202301K9641017265,202301,Citado,20.86181502,-87.30861552,2,12/09/2014,LA REPUBLICA,30/01/2015
Cali,8989,3,Baja California Sur,T1944354916,RECICLAJES Y DESECHOS GARVEL S.A.S,300202303T1944354916,202303,No localizado 1er. Notificador,20.81482691,-87.76085489,3,17/09/2014,LA REPUBLICA,30/01/2015
Cali,10015,14,Hidalgo,K9021809296,DISTRIBUIDORA UNIEQUIPOS SOCIEDAD POR ACCIONES SIMPLIFICADA,1400202303K9021809296,202303,Notificado 1a. Visita,20.15036018,-87.76669379,1,15/12/2017,EL ESPECTADOR,26/04/2018
Cali,10323,20,Oaxaca,H4700112351,DISTRIBUIDORA RUDBAR SAS,2000202201H4700112351,202201,Notificado 1a. Visita,20.69793352,-87.3107613,52012019000002,20/01/2020,EL ESPECTADOR,13/02/2020
Cali,8989,1,Aguascalientes,P6751259176,GOVA S.A.S,100202202P6751259176,202202,No localizado 1er. Notificador,20.54954643,-87.91534085,52012020000001,01/07/2020,EL ESPECTADOR,13/10/2020
Cali,9742,10,Durango,P4097979731,AGROGANADERA EL PALMAR S.A.S.,1000202203P4097979731,202203,No localizado  2° Notificador,20.74925387,-87.83750913,52012020000002,07/10/2020,EL ESPECTADOR,11/11/2020
Cali,10323,24,San Luis Potosí,N4765450983,COMERCIALIZADORA DE METALES EL MILENIO EL MILENIO S.A.S EN LIQUIDACION,2400202205N4765450983,202205,No localizado 1er. Notificador,20.33601499,-87.50992109,52012020000005,14/09/2020,EL ESPECTADOR,04/12/2020
Cali,8995,20,Oaxaca,K3677649962,COMERCIALIZADORA CLAUPAGUE S.A.S.,2000202204K3677649962,202204,Notificado 2a. Visita,20.65048549,-87.99674787,52012020000003,14/09/2020,EL ESPECTADOR,04/12/2020
Cali,9742,30,Veracruz,D4832161579,ASECONTEC SAS ASESORIAS CONTABLES Y TECNOLOGICAS EN LIQUIDACION,3000202202D4832161579,202202,Citado,20.53333171,-87.89135468,2020005060000001,19/10/2020,EL ESPECTADOR,19/01/2021
Cali,10102,1,Aguascalientes,Y7467740455,CONTINENTAL DE DISTRIBUCIONES Y SERVICIOS SAS,100202202Y7467740455,202202,Notificado 2a. Visita,20.22925879,-87.38386537,2020005060000002,22/10/2020,EL ESPECTADOR,28/01/2021
Cali,1108,21,Puebla,W8134492501,CHAVEZ ORTIZ TULIO ENRIQUE,2100202303W8134492501,202303,No localizado 1er. Notificador,20.13452239,-87.81243359,52012020000006,14/10/2020,EL ESPECTADOR,19/01/2021
Cali,10102,12,Guanajuato,I2123425758,REPRESENTACIONES COMERCIALES MIREYBE SAS,1200202202I2123425758,202202,No localizado 1er. Notificador,20.96702506,-87.60920153,2020005060000004,26/10/2020,EL ESPECTADOR,19/01/2021
Cali,9442,2,Baja California,E5505110228,JOSDAN LATINOAMERICANA SAS,200202201E5505110228,202201,No localizado 1er. Notificador,20.60048514,-87.84178206,2020005060000003,26/10/2020,EL ESPECTADOR,05/02/2021
Cali,8992,16,Michoacán,G1623636853,AVANCE COMUNICACIONES Y TECNOLOGÍA SAS,1600202203G1623636853,202203,Citado,20.57422569,-87.06037474,052012020000007,14/10/2020,EL ESPECTADOR,04/02/2021
Cartagena,10299,31,Yucatán,N7234578758,AFANADOR GONZALEZ EVER SANTIAGO,3100202206N7234578758,202206,No localizado  2° Notificador,20.58183885,-87.20433962,90000,29/05/2013,EL ESPECTADOR,21/10/2013
Cartagena,9952,31,Yucatán,O5369323462,CONOCIMIENTO HUMANO LTDA,3100202206O5369323462,202206,Citado,20.22380247,-87.56835747,900004,25/11/2013,LA REPUBLICA,23/04/2014
Cartagena,9811,22,Querétaro,U9838374562,PROFESIONALES INDEPENDIENTES DE LA COSTA LTDA,2200202303U9838374562,202303,Notificado 1a. Visita,20.53574361,-87.60671778,900003,22/11/2013,LA REPUBLICA,23/04/2014
Cartagena,8989,4,Campeche,F8012065916,COMERCIALIZADORA SURTITOTAL LTDA,400202304F8012065916,202304,Notificado 1a. Visita,20.72627608,-87.58827314,900006,28/11/2013,LA REPUBLICA,23/04/2014
